user_id,hero_id,id,num_games,num_wins,kda_ratio
609,120,609_120,169,98,3414.6576663
609,67,609_67,152,76,4406.5533981
609,17,609_17,152,78,3121.5859031
609,55,609_55,138,75,3858.5572843
609,9,609_9,128,71,3262.7345845
610,36,610_36,757,476,3036.0899528
610,27,610_27,199,100,1530.0771208
610,10,610_10,167,78,2975.7639621
610,73,610_73,147,79,2509.9601594
610,45,610_45,135,65,2384.3674456
610,93,610_93,129,66,3563.6363636
610,6,610_6,119,76,2713.6498516
610,41,610_41,100,48,2686.4535769
610,40,610_40,95,44,2024.1758242
611,91,611_91,3134,1845,2920.3308988
611,5,611_5,98,43,1810.8108108
611,71,611_71,94,34,2570.327553
611,2,611_2,71,27,1994.6714032
611,16,611_16,70,33,2991.8032787
611,102,611_102,64,36,3161.3756614
611,47,611_47,59,34,3063.8297872
611,53,611_53,58,31,2036.8763557
611,20,611_20,57,27,2021.484375
614,97,614_97,258,126,3445.4409567
614,41,614_41,217,132,3794.1454202
614,1,614_1,199,100,3910.7373868
614,86,614_86,177,95,2745.6896552
614,34,614_34,172,86,3864.537445
614,6,614_6,147,93,3152.7950311
614,14,614_14,143,73,2672.4137931
614,87,614_87,132,85,3905.2631579
614,8,614_8,106,58,3815.4657293
615,17,615_17,316,237,4678.0786919
615,106,615_106,272,218,7012.6689189
615,93,615_93,252,184,6105.3571429
615,1,615_1,208,153,5642.5269646
615,11,615_11,201,152,5554.4871795
615,74,615_74,199,136,5054.0265036
615,39,615_39,187,134,5600.6066734
615,44,615_44,167,139,6703.030303
615,34,615_34,155,107,5380
617,34,617_34,3355,2207,4628.6454228
617,50,617_50,470,218,2208.3897158
617,92,617_92,415,199,2883.394834
617,36,617_36,276,147,3170.2770781
617,11,617_11,104,56,2956.8567026
617,25,617_25,102,39,2638.2978724
617,101,617_101,92,39,2053.8827258
617,44,617_44,92,43,2717.1381032
617,86,617_86,77,35,2012.2377622
618,8,618_8,815,464,3857.3904432
618,14,618_14,684,402,2672.7080767
618,35,618_35,534,302,3402.3542001
618,99,618_99,282,147,2490.9404659
618,42,618_42,257,137,4128.5367825
618,75,618_75,199,102,2601.8276762
618,101,618_101,190,93,2710.0671141
618,95,618_95,169,79,2670.1754386
618,67,618_67,165,104,4873.8069989
619,17,619_17,160,116,4010.6796117
619,86,619_86,90,55,2862.6609442
619,44,619_44,50,31,3853.8461538
619,39,619_39,23,15,4019.2307692
619,41,619_41,17,10,4400
619,104,619_104,13,6,2145.8333333
619,75,619_75,12,7,3269.2307692
619,29,619_29,7,5,3166.6666667
619,56,619_56,6,4,1956.5217391
620,82,620_82,384,245,3796.8992248
620,74,620_74,157,96,4124.137931
620,11,620_11,148,80,4197.8021978
620,53,620_53,100,42,3293.0153322
620,1,620_1,93,52,4092.0245399
620,17,620_17,93,52,4741.1273486
620,9,620_9,90,45,4825.4364089
620,73,620_73,85,49,4448.9795918
620,34,620_34,77,31,3914.2857143
622,75,622_75,231,135,2876.6543144
622,57,622_57,179,114,2160
622,102,622_102,171,107,3434.1563786
622,88,622_88,148,78,2331.6831683
622,36,622_36,142,82,3198.8950276
622,108,622_108,137,77,2539.6188566
622,28,622_28,116,58,2356.5121413
622,112,622_112,113,62,1994.4071588
622,26,622_26,113,59,1627.5045537
623,56,623_56,104,54,3823.6607143
623,4,623_4,47,24,4000
623,44,623_44,47,23,3315.1750973
623,6,623_6,39,22,2758.4541063
623,42,623_42,38,21,3638.0368098
623,35,623_35,36,24,4674.1573034
623,11,623_11,28,22,3976.4705882
623,47,623_47,26,14,3700
623,27,623_27,24,14,1985.4368932
624,74,624_74,388,208,3292.5110132
624,91,624_91,227,128,2181.7667044
624,55,624_55,201,114,2941.6863672
624,72,624_72,132,84,3062.6535626
624,17,624_17,125,66,2928.2238443
624,11,624_11,121,59,2500.5861665
624,1,624_1,118,59,2460.7329843
624,79,624_79,117,52,2051.0948905
624,58,624_58,115,66,2659.9423631
625,62,625_62,252,148,3569.5906433
625,57,625_57,182,117,2915.3439153
625,30,625_30,154,87,2703.1835206
625,64,625_64,87,61,4173.1843576
625,71,625_71,86,49,3210.2102102
625,22,625_22,79,50,5264.9006622
625,5,625_5,67,39,2225.9786477
625,10,625_10,66,35,4380.1916933
625,88,625_88,64,40,2995.7356077
627,101,627_101,232,125,4149.5886313
627,75,627_75,160,93,3927.4770174
627,88,627_88,125,60,2948.4029484
627,62,627_62,105,51,4768.8172043
627,87,627_87,99,51,3573.8203957
627,27,627_27,98,52,2487.394958
627,71,627_71,95,50,3532.5203252
627,32,627_32,77,36,3350
627,84,627_84,67,39,3894.7368421
628,14,628_14,140,78,1826.7355135
628,53,628_53,86,32,1893.6170213
628,48,628_48,71,42,2828.8288288
628,8,628_8,47,31,3770.9923664
628,109,628_109,44,25,2271.8120805
628,17,628_17,42,22,2829.9120234
628,73,628_73,41,17,2577.1812081
628,11,628_11,38,18,2180.887372
628,9,628_9,38,20,3236.2204725
629,8,629_8,374,236,4010.7816712
629,9,629_9,281,142,3411.5734721
629,51,629_51,254,157,3227.8688524
629,20,629_20,184,104,2651.8745218
629,86,629_86,178,99,2358.6530932
629,96,629_96,172,109,3202.764977
629,69,629_69,160,88,3127.0718232
629,16,629_16,159,88,2863.1950574
629,104,629_104,153,77,2392.6325247
631,39,631_39,691,381,4684.4482077
631,9,631_9,354,212,3795.7589286
631,11,631_11,256,130,3157.9268293
631,8,631_8,206,103,3756.1497326
631,22,631_22,203,120,5196.4444444
631,17,631_17,166,80,3520.8526413
631,62,631_62,134,60,2957.9439252
631,25,631_25,134,70,3468.5714285
631,6,631_6,126,78,3423.0769231
632,26,632_26,440,248,2085.0027071
632,91,632_91,370,223,2691.858679
632,100,632_100,338,161,2599.0116484
632,20,632_20,255,139,2373.8949558
632,23,632_23,242,135,3171.6232962
632,18,632_18,146,91,3398.6111111
632,79,632_79,135,72,2350.6382979
632,90,632_90,135,69,2549.5594714
632,75,632_75,131,68,2184.9126035
635,74,635_74,814,460,3736.5380648
635,34,635_34,379,225,3601.3934727
635,46,635_46,171,89,3247.0588235
635,17,635_17,151,80,2730.2158273
635,11,635_11,148,73,3054.4157003
635,106,635_106,147,80,3647.7382098
635,82,635_82,136,60,2131.3405797
635,14,635_14,121,69,2860.7214429
635,9,635_9,102,47,3123.5632184
636,74,636_74,558,259,2638.7896617
636,11,636_11,410,232,2710.9759629
636,76,636_76,392,223,2809.3994778
636,75,636_75,221,133,2326.171875
636,70,636_70,216,125,3408.4699453
636,51,636_51,206,105,2333.6599706
636,6,636_6,190,104,2774.5098039
636,97,636_97,188,91,2795.7977676
636,82,636_82,188,104,2414.6964856
637,87,637_87,880,554,3590.6593407
637,110,637_110,236,162,4399.5468278
637,9,637_9,127,82,4683.2386364
637,25,637_25,111,62,3390.776699
637,44,637_44,108,67,4253.7067545
637,31,637_31,86,49,3123.1884058
637,43,637_43,84,46,3694.0298507
637,91,637_91,81,47,2888.5191348
637,30,637_30,78,50,2725.3787879
640,74,640_74,335,172,3163.202123
640,14,640_14,239,123,2286.3397548
640,5,640_5,158,86,2175.7666417
640,53,640_53,136,77,2485.0088183
640,31,640_31,126,69,2479.7507788
640,9,640_9,125,71,2805.8139535
640,76,640_76,123,65,3088.127295
640,22,640_22,116,77,4318.1242079
640,11,640_11,115,52,2553.4521158
641,91,641_91,1141,690,2646.9402158
641,50,641_50,227,115,2344.6882217
641,14,641_14,211,107,2364.2857143
641,53,641_53,122,58,2699.143469
641,82,641_82,88,35,1879.3103448
641,97,641_97,69,40,2725.1356239
641,73,641_73,66,35,2954.8532731
641,75,641_75,63,28,2499.0958409
641,107,641_107,57,20,1931.8568995
642,34,642_34,2008,1212,3583.7905628
642,93,642_93,792,392,3291.6933589
642,13,642_13,473,223,2840.8690546
642,39,642_39,238,98,2719.9747156
642,65,642_65,212,102,3241.1812962
642,33,642_33,196,98,3057.4712644
642,3,642_3,161,82,2267.0700086
642,1,642_1,137,66,2620.9335219
642,110,642_110,133,58,2290.3780069
643,106,643_106,332,188,4435.9903382
643,80,643_80,301,162,3953.1405783
643,46,643_46,301,174,4155.8544303
643,100,643_100,259,136,2943.6457734
643,1,643_1,219,122,3926.5687583
643,17,643_17,199,98,3547.5223396
643,10,643_10,183,108,4470.5882353
643,59,643_59,181,114,2962.4876604
643,32,643_32,181,103,3643.7429538
644,83,644_83,725,421,3376.8926159
644,82,644_82,592,310,2131.0638298
644,75,644_75,112,44,1901.8218623
644,21,644_21,22,10,2081.25
644,44,644_44,18,11,2969.4656488
644,69,644_69,16,8,2428.5714286
644,25,644_25,14,9,2730.7692308
644,41,644_41,14,7,2621.9512195
644,57,644_57,13,4,1673.9130435
646,8,646_8,461,277,3994.3502825
646,11,646_11,389,194,3447.9657388
646,106,646_106,323,182,4669.8060942
646,17,646_17,253,134,3560.8524958
646,2,646_2,248,138,2585.106383
646,93,646_93,220,115,3177.2151899
646,74,646_74,200,91,3094.9554896
646,10,646_10,187,100,5643.6420722
646,4,646_4,123,64,3174.9136939
648,2,648_2,453,269,3010.6382979
648,69,648_69,145,89,2648.7367563
648,63,648_63,126,72,3878.2608696
648,29,648_29,62,41,3101.9900498
648,62,648_62,52,24,2907.6576576
648,99,648_99,36,16,1957.5070821
648,28,648_28,34,20,3205.7613169
648,5,648_5,31,16,1974.0740741
648,14,648_14,25,16,1823.5294118
649,39,649_39,660,326,2976.6459075
649,13,649_13,495,275,3533.1968412
649,3,649_3,423,227,2242.3603794
649,30,649_30,237,122,2060.4166667
649,106,649_106,234,124,3335.5932203
649,93,649_93,233,140,3212.5925926
649,53,649_53,201,109,1674.5984533
649,50,649_50,178,99,1925.4349627
649,41,649_41,175,101,2329.113924
650,86,650_86,164,96,2634.2311034
650,79,650_79,145,84,2526.4765784
650,57,650_57,143,94,2969.4868238
650,23,650_23,131,71,3601.9021739
650,87,650_87,128,73,2892.6553672
650,20,650_20,120,75,2632.7868852
650,7,650_7,106,61,2826.4248705
650,31,650_31,98,67,3956.1904762
650,3,650_3,96,56,2910.7438017
651,107,651_107,107,45,3087.0165746
651,14,651_14,32,20,2736.2637363
651,114,651_114,22,9,2328.2051282
651,7,651_7,21,12,3131.5789474
651,87,651_87,21,16,4695.3125
651,16,651_16,15,8,3356.4356436
651,8,651_8,15,11,5300
651,60,651_60,15,10,5302.6315789
651,9,651_9,14,9,5800
652,71,652_71,362,215,3314.7313691
652,7,652_7,358,200,2947.0046083
652,26,652_26,224,109,2081.7099567
652,68,652_68,153,88,3125.6239601
652,3,652_3,135,71,2448.0587618
652,27,652_27,134,71,1869.9122107
652,111,652_111,130,65,2500.5107252
652,100,652_100,114,59,2376.1955367
652,86,652_86,113,62,2341.7989418
653,8,653_8,363,218,3185.5905152
653,25,653_25,159,93,2312.992126
653,14,653_14,141,80,2212.5
653,56,653_56,117,70,2674.8251748
653,54,653_54,107,58,2834.7578347
653,104,653_104,106,61,2068.2068207
653,26,653_26,88,40,1339.6624473
653,1,653_1,88,42,2573.5027223
653,39,653_39,69,31,2580.5921053
656,76,656_76,45,35,3755.1020408
656,11,656_11,31,21,3909.0909091
656,39,656_39,24,17,5180.8510638
656,109,656_109,18,14,3272.7272727
656,13,656_13,17,13,5285.7142857
656,1,656_1,16,9,3135.1351351
656,59,656_59,15,12,3189.8734177
656,9,656_9,14,4,2747.4747475
656,106,656_106,13,10,7199.9999999
658,86,658_86,160,76,2827.5862069
658,100,658_100,129,69,3583.5322196
658,62,658_62,120,76,4312.8742515
658,14,658_14,109,58,2829.5857988
658,71,658_71,84,48,3890.1453958
658,98,658_98,79,39,3030.3030303
658,28,658_28,77,46,3570.8333333
658,75,658_75,43,28,3895.5823293
658,87,658_87,42,19,3348.9208633
659,46,659_46,255,180,3609.0969018
659,1,659_1,224,133,3107.1729958
659,93,659_93,196,121,3558.6592179
659,17,659_17,139,83,3269.5652174
659,6,659_6,134,86,2308.7248322
659,26,659_26,121,74,2201.4856082
659,76,659_76,114,70,3033.3333333
659,106,659_106,114,59,3347.3053892
659,41,659_41,113,73,3377.9971791
660,14,660_14,172,102,2582.0983995
660,30,660_30,61,37,2232.0143885
660,48,660_48,51,30,3465.6488549
660,74,660_74,35,21,3633.7448559
660,20,660_20,22,15,3020.5479452
660,6,660_6,22,13,2835.6164383
660,108,660_108,20,10,2838.4615385
660,8,660_8,16,9,4161.7647059
660,23,660_23,15,11,3855.8558559
661,46,661_46,175,99,4203.9627039
661,17,661_17,154,96,3956.6184649
661,51,661_51,141,91,3281.0867293
661,35,661_35,100,73,4541.9847328
661,23,661_23,65,33,3240.6542056
661,16,661_16,60,35,2635.7308585
661,70,661_70,55,28,3425.6055363
661,98,661_98,48,24,3378.0068728
661,63,661_63,43,26,4115.1832461
662,87,662_87,174,109,2731.2138728
662,111,662_111,150,78,2855.0148957
662,91,662_91,130,80,2437.2955289
662,75,662_75,91,51,3323.0490018
662,112,662_112,84,44,2084.7457627
662,16,662_16,81,44,2350.4132231
662,26,662_26,70,35,2093.5483871
662,5,662_5,69,47,2360
662,110,662_110,67,38,2845.1882845
663,86,663_86,683,340,2292.4634421
663,93,663_93,465,271,3446.698762
663,27,663_27,262,145,1818.5576481
663,8,663_8,229,117,3046.8619247
663,32,663_32,202,115,3039.2287234
663,76,663_76,179,90,3012.6926564
663,2,663_2,178,89,2324.3616287
663,57,663_57,176,97,2302.5477707
663,26,663_26,169,94,1829.7258297
664,72,664_72,53,32,3213.0681818
664,15,664_15,49,33,2501.2658228
664,48,664_48,30,13,2671.957672
664,10,664_10,18,6,4268.6567164
664,63,664_63,16,9,2859.5041322
664,94,664_94,13,5,2225.8064516
664,34,664_34,12,6,2634.4086022
664,36,664_36,12,7,1666.6666667
664,9,664_9,12,4,2483.5164835
665,80,665_80,751,453,3156.3568542
665,110,665_110,670,424,3639.7611676
665,14,665_14,204,113,2162.5718766
665,31,665_31,126,64,2009.5238095
665,62,665_62,125,58,2275.9381898
665,7,665_7,106,53,2645.0167973
665,53,665_53,101,44,2279.4117647
665,78,665_78,88,45,2680.2507837
665,12,665_12,84,49,3251.7814727
666,65,666_65,383,180,2838.0335366
666,55,666_55,294,160,3392.991239
666,88,666_88,283,159,2527.0639694
666,53,666_53,254,129,2822.6299694
666,61,666_61,225,123,2807.1297989
666,41,666_41,210,106,3043.8448567
666,97,666_97,208,103,2711.6666667
666,16,666_16,193,98,2494.2775393
666,110,666_110,187,108,2778.7009064
667,74,667_74,3087,1800,4192.2423213
667,34,667_34,491,254,3484.6858225
667,14,667_14,279,121,2828.0542986
667,77,667_77,235,143,3436.770428
667,35,667_35,207,120,3877.7152051
667,80,667_80,184,95,2701.2609117
667,76,667_76,144,73,3111.5973742
667,18,667_18,112,57,2892.8571429
667,46,667_46,107,51,2892.3076923
668,105,668_105,43,26,1351.7699115
668,120,668_120,13,4,1969.6969697
668,70,668_70,13,8,2720.7207207
668,7,668_7,7,6,2403.5087719
668,107,668_107,6,1,1727.2727273
668,86,668_86,6,4,2245.6140351
668,42,668_42,6,5,5625
668,95,668_95,5,1,1022.2222222
668,90,668_90,5,4,3257.1428571
672,71,672_71,1027,590,3548.9632208
672,93,672_93,172,81,3443.8386042
672,47,672_47,130,71,2710.5575326
672,85,672_85,72,35,2790.6458797
672,67,672_67,56,27,4572.8476821
672,57,672_57,46,23,1403.9408867
672,8,672_8,43,21,3076.923077
672,11,672_11,29,15,2358.1395349
672,35,672_35,28,15,3284.0909091
673,86,673_86,297,159,2761.3793104
673,26,673_26,128,70,2322.5806452
673,5,673_5,124,70,2466.0766962
673,53,673_53,114,53,2498.8452656
673,50,673_50,114,61,2607.5581395
673,75,673_75,114,69,2914.1414141
673,57,673_57,107,69,2521.5311005
673,8,673_8,101,61,4168.0497925
673,41,673_41,99,48,3550.831793
674,97,674_97,316,155,2469.7336562
674,18,674_18,310,165,2493.902439
674,69,674_69,265,146,2630.7094266
674,70,674_70,187,97,2482.0099256
674,40,674_40,183,128,3014.1223941
674,57,674_57,176,111,2547.0941884
674,19,674_19,168,90,2801.0393467
674,87,674_87,163,83,2576.033637
674,23,674_23,136,78,2884.8114169
675,94,675_94,53,31,4641.0256411
675,27,675_27,33,15,1706.3953488
675,64,675_64,31,15,2238.8663968
675,93,675_93,22,10,3768.5950413
675,63,675_63,18,13,6616.4383561
675,12,675_12,16,9,4800
675,1,675_1,11,6,3400
675,60,675_60,9,2,2104.6511628
675,44,675_44,8,5,3697.6744186
679,83,679_83,353,208,2817.7058543
679,102,679_102,144,90,2751.7084283
679,58,679_58,136,71,3010.8564536
679,3,679_3,132,74,2417.0168067
679,62,679_62,84,53,3455.858748
679,19,679_19,73,42,4093.75
679,98,679_98,68,40,3139.1862955
679,60,679_60,66,30,2814.479638
679,114,679_114,66,36,2210.4247104
681,21,681_21,644,370,2678.4997995
681,76,681_76,465,277,3016.2427214
681,9,681_9,410,229,2836.2452895
681,25,681_25,273,155,2469.651313
681,39,681_39,228,112,2898.2850384
681,58,681_58,195,120,2561.3456464
681,41,681_41,192,120,3475.7929883
681,47,681_47,184,108,3261.2301313
681,52,681_52,161,95,2249.8398463
682,103,682_103,208,123,2691.9144981
682,106,682_106,123,59,2435.6164384
682,104,682_104,121,73,2424.4495064
682,75,682_75,97,60,2511.2970711
682,58,682_58,84,59,2937.5
682,100,682_100,67,26,2258.1047382
682,79,682_79,64,33,1917.6788124
682,4,682_4,58,32,2871.2686567
682,21,682_21,51,25,2124.1610738
683,14,683_14,177,101,2544.2176871
683,8,683_8,131,80,3567.5241157
683,81,683_81,59,37,3315.2173913
683,7,683_7,56,26,2085.3658537
683,41,683_41,43,25,3427.3858921
683,18,683_18,43,23,3305.9701493
683,44,683_44,36,19,3262.7118644
683,42,683_42,31,20,3719.5767195
683,97,683_97,22,13,2740.7407408
684,86,684_86,315,166,3015.6319786
684,107,684_107,248,140,3192.6454445
684,26,684_26,208,99,2375.9063023
684,9,684_9,134,64,3651.7285531
684,28,684_28,127,77,3172.7574751
684,8,684_8,110,55,4618.3206107
684,79,684_79,109,56,3298.245614
684,7,684_7,103,58,3138.8140161
684,27,684_27,85,46,2645.6086286
685,9,685_9,254,141,3135.1039261
685,74,685_74,187,104,2672.9927007
685,10,685_10,181,114,3598.9847716
685,21,685_21,155,76,2467.9069767
685,8,685_8,153,90,3280.7215333
685,14,685_14,128,58,2270.6502636
685,63,685_63,120,70,3864.4067797
685,48,685_48,116,67,3185.0220264
685,56,685_56,109,64,2837.7308707
686,74,686_74,317,197,5533.5389361
686,93,686_93,218,132,5963.235294
686,10,686_10,124,73,6354.4973545
686,17,686_17,91,58,5626.2135922
686,11,686_11,84,50,4866.8341708
686,8,686_8,79,35,4721.7125383
686,1,686_1,75,35,4897.4358974
686,23,686_23,75,45,3546.9483568
686,41,686_41,66,45,5478.7644788
688,14,688_14,201,101,2715.2385839
688,70,688_70,177,113,3610.3059581
688,8,688_8,177,113,3662.1359223
688,91,688_91,87,46,2505.1413882
688,73,688_73,84,46,3377.4597495
688,30,688_30,79,35,1922.3529412
688,97,688_97,78,30,2736.3013699
688,72,688_72,50,30,3473.0077121
688,88,688_88,39,25,2672.6190476
690,56,690_56,401,241,3800.1049318
690,52,690_52,368,204,2581.165262
690,9,690_9,356,185,2814.9853495
690,93,690_93,278,157,3544.1860465
690,14,690_14,227,119,2260.1419878
690,81,690_81,215,122,3378.7761425
690,88,690_88,215,105,2462
690,43,690_43,197,111,3011.7548279
690,47,690_47,161,85,3232.8042328
692,11,692_11,236,129,3380.5668016
692,74,692_74,188,91,3037.2057707
692,14,692_14,169,96,2120.2600217
692,34,692_34,128,73,3184.1046278
692,17,692_17,102,56,3781.7638266
692,93,692_93,98,58,2931.1740891
692,8,692_8,94,46,2857.8125
692,82,692_82,55,22,2167.400881
692,21,692_21,52,28,2476.3231198
694,33,694_33,1066,606,2778.1197107
694,1,694_1,524,279,2489.6121884
694,14,694_14,515,277,2018.5468451
694,34,694_34,255,131,2775.6202805
694,53,694_53,214,105,1968.3908046
694,72,694_72,204,108,2000
694,88,694_88,194,102,2190.2328223
694,112,694_112,163,88,1899.9211978
694,10,694_10,159,66,2434.4344344
695,11,695_11,358,184,2930.371636
695,17,695_17,260,138,3410.7248085
695,93,695_93,255,107,2989.4319683
695,106,695_106,223,131,3857.7745026
695,39,695_39,192,93,3534.662045
695,74,695_74,186,98,3046.7445743
695,41,695_41,164,83,3061.791967
695,2,695_2,137,68,2429.1187739
695,69,695_69,136,71,2879.2735043
697,100,697_100,1030,565,3126.5038714
697,103,697_103,875,508,3604.8296518
697,83,697_83,442,240,2779.121322
697,69,697_69,353,181,3425.9892526
697,18,697_18,266,122,2565.2173913
697,19,697_19,201,92,2944.7310243
697,42,697_42,199,98,4322.4206349
697,85,697_85,175,87,3005.8236273
697,78,697_78,152,65,2804.4579534
698,1,698_1,530,292,3854.0039062
698,14,698_14,483,243,2510.3626943
698,41,698_41,335,213,4960.7438017
698,9,698_9,318,166,3992.5419515
698,80,698_80,280,142,3700.9590236
698,17,698_17,274,154,4474.6423927
698,44,698_44,263,140,4451.8695307
698,10,698_10,249,127,4805.6179775
698,93,698_93,214,114,4303.5714286
699,11,699_11,573,286,3711.3720643
699,93,699_93,317,169,4571.9398711
699,46,699_46,293,174,4617.9525222
699,74,699_74,259,128,3962.2507122
699,1,699_1,252,123,4407.8478002
699,42,699_42,230,129,5728.4427284
699,9,699_9,204,107,4293.1839402
699,6,699_6,187,103,3230.5084746
699,76,699_76,187,103,4052.0487264
700,16,700_16,346,186,3442.7592955
700,9,700_9,326,179,4298.4676882
700,14,700_14,253,131,2803.2536858
700,71,700_71,218,124,3470.9762533
700,51,700_51,213,117,3493.6329588
700,62,700_62,203,110,3809.7826087
700,2,700_2,199,94,2811.7378049
700,5,700_5,194,103,2652.8098537
700,7,700_7,191,91,3094.079481
701,119,701_119,100,65,3441.2238325
701,91,701_91,94,47,2171.319797
701,74,701_74,73,45,2885.8800774
701,34,701_34,52,33,3950.1557632
701,107,701_107,52,20,2089.7155361
701,62,701_62,51,29,2695.9619952
701,10,701_10,48,27,3955.6650246
701,27,701_27,43,25,1991.4285714
701,94,701_94,41,17,2922.0183487
702,8,702_8,116,73,4201.6460906
702,70,702_70,105,60,3731.2390925
702,14,702_14,82,44,2231.9444444
702,93,702_93,68,35,4044.5103858
702,107,702_107,53,27,2255.8685446
702,18,702_18,49,27,3433.4763949
702,88,702_88,45,25,2882.3529412
702,11,702_11,45,27,3205.3872054
702,59,702_59,44,29,3042.9184549
703,106,703_106,357,253,4613.9032409
703,39,703_39,284,208,4383.0845771
703,34,703_34,258,211,5266.878475
703,17,703_17,252,171,3865.7243816
703,10,703_10,178,120,5475.6995581
703,63,703_63,132,95,4808.9725036
703,21,703_21,112,71,3479.281768
703,44,703_44,108,80,4355.0955414
703,8,703_8,103,83,4422.7005871
704,17,704_17,349,205,3748.5829959
704,11,704_11,306,153,2991.8181818
704,74,704_74,289,147,3535.0318471
704,93,704_93,258,149,3740.1055409
704,34,704_34,246,114,3361.4966808
704,104,704_104,197,118,2711.1111111
704,19,704_19,182,102,2968.7975647
704,46,704_46,180,89,3206.5313328
704,8,704_8,142,83,3746.2686567
705,82,705_82,572,402,3599.427754
705,104,705_104,129,67,2511.3895216
705,33,705_33,125,76,2697.8494624
705,91,705_91,96,54,2341.6370107
705,87,705_87,84,48,2700.4830918
705,46,705_46,81,49,3373.3075435
705,22,705_22,79,48,4450.3171247
705,101,705_101,71,33,2742.9805615
705,113,705_113,68,36,3170.5426357
706,76,706_76,517,317,4188.1264456
706,8,706_8,369,195,3831.1205523
706,14,706_14,339,196,3002.2581859
706,17,706_17,267,132,3419.6326062
706,11,706_11,228,118,3077.6397515
706,93,706_93,201,83,3209.8178939
706,73,706_73,189,97,2994.9238579
706,95,706_95,188,97,4089.5833334
706,106,706_106,188,96,4089.2857143
707,75,707_75,173,103,4473.0941704
707,101,707_101,87,46,3534.6869712
707,28,707_28,83,46,3791.6666667
707,71,707_71,80,39,2950.0713267
707,62,707_62,69,47,4619.7183099
707,16,707_16,64,38,2961.0091743
707,6,707_6,59,36,4352
707,84,707_84,48,27,3420.0743494
707,31,707_31,47,26,4126.0504202
710,74,710_74,721,419,4483.1368248
710,82,710_82,144,70,2911.827957
710,14,710_14,98,46,2881.8791946
710,11,710_11,76,32,3077.0833333
710,34,710_34,65,32,4207.1005917
710,114,710_114,56,32,3408.2191781
710,97,710_97,54,25,3884.6153846
710,1,710_1,48,17,3203.125
710,107,710_107,48,22,3060.7902735
712,68,712_68,694,327,3217.2605275
712,16,712_16,529,285,3089.3095175
712,22,712_22,370,210,3819.3158954
712,71,712_71,294,153,2845.683728
712,39,712_39,226,117,3908.5271318
712,57,712_57,190,110,2992.1875
712,37,712_37,186,100,3226.9503546
712,112,712_112,183,92,2557.8291815
712,36,712_36,170,86,3015.1770658
713,110,713_110,1815,1022,4226.5634166
713,88,713_88,518,260,3382.3529412
713,7,713_7,342,187,3593.9323221
713,28,713_28,285,130,3130.8219178
713,41,713_41,245,128,3661.0505452
713,104,713_104,150,76,2867.8362573
713,69,713_69,147,82,3796.8526466
713,53,713_53,131,67,3228.3105023
713,74,713_74,130,57,4095.323741
714,86,714_86,216,99,2477.9366066
714,79,714_79,215,130,2641.6610851
714,87,714_87,209,110,3262.9992464
714,98,714_98,126,84,4046.4135021
714,27,714_27,126,65,2140.1960784
714,26,714_26,125,67,2556.1330561
714,16,714_16,124,63,3134.939759
714,7,714_7,121,67,3244.9528937
714,62,714_62,121,72,4256.4102564
715,93,715_93,196,128,6262.3762376
715,11,715_11,115,66,3973.7654321
715,14,715_14,93,60,2763.4408602
715,39,715_39,86,49,5469.6969697
715,106,715_106,84,54,5341.5730337
715,8,715_8,80,44,4568.627451
715,114,715_114,79,46,4384.7695391
715,13,715_13,79,44,4682.051282
715,17,715_17,72,41,4337.962963
717,17,717_17,93,73,4133.3333333
717,11,717_11,63,44,3777.7777778
717,46,717_46,44,34,4214.2857143
717,8,717_8,38,27,4101.5228427
717,48,717_48,28,17,3064.9350649
717,76,717_76,28,22,3382.1989529
717,104,717_104,13,5,2253.8461539
717,33,717_33,12,11,3000
717,14,717_14,11,8,2819.6721312
719,44,719_44,943,562,3967.3809975
719,57,719_57,556,342,2870.5434406
719,42,719_42,343,197,4810.5196451
719,5,719_5,259,143,2296.1862308
719,68,719_68,254,136,2627.4606299
719,8,719_8,234,123,3165.5629139
719,63,719_63,215,114,4140.0343642
719,95,719_95,214,120,3136.2916006
719,14,719_14,193,103,2484.8654708
720,22,720_22,328,211,4811.7269812
720,13,720_13,225,106,4008.0645161
720,17,720_17,160,82,3397.8671042
720,9,720_9,121,69,3900.6711409
720,97,720_97,104,50,3513.5135135
720,74,720_74,100,37,2812.5
720,54,720_54,95,49,4387.5802998
720,34,720_34,73,30,3366.0130719
720,1,720_1,71,39,3438.4384384
721,2,721_2,345,200,2591.1223385
721,98,721_98,245,123,2694.5432977
721,51,721_51,183,93,2487.5930521
721,55,721_55,157,78,3093.75
721,70,721_70,139,68,2870.2290076
721,46,721_46,121,61,2719.8622273
721,106,721_106,91,42,3266.0818713
721,65,721_65,78,35,2719.1780822
721,97,721_97,77,43,2797.6424361
722,59,722_59,611,381,2515.2349125
722,14,722_14,482,278,2412.7086008
722,70,722_70,294,163,3531.0880829
722,97,722_97,264,128,2544.4602948
722,11,722_11,259,143,2712.9464286
722,28,722_28,257,142,2528.5580524
722,8,722_8,236,129,3377.8833107
722,73,722_73,226,119,3043.2060113
722,17,722_17,198,105,2816.7146974
723,70,723_70,101,65,3410.8658744
723,95,723_95,87,67,3815.4506438
723,71,723_71,73,58,5159.5238096
723,35,723_35,39,28,6563.2911392
723,36,723_36,34,23,3489.7119342
723,15,723_15,28,15,3236.453202
723,17,723_17,26,21,5280.8219178
